2500,1.932000,1.923000,1.910000,1.308000,0.326000 
5000,0.686000,0.709000,0.675000,0.686000,0.669000 
7500,1.059000,0.991000,0.989000,1.030000,1.038000 
10000,1.395000,1.435000,1.414000,1.350000,1.626000 
12500,1.749000,1.879000,2.014000,1.718000,1.905000 
15000,2.116000,2.518000,1.888000,1.912000,1.901000 
17500,2.223000,2.202000,2.225000,2.162000,2.249000 
20000,2.710000,2.394000,2.451000,2.393000,2.631000 
22500,2.757000,3.185000,3.348000,3.302000,3.457000 
25000,3.666000,3.682000,3.777000,3.727000,3.773000 
27500,3.836000,3.760000,3.979000,3.963000,3.859000 
30000,4.117000,4.170000,4.059000,4.133000,4.194000 
32500,4.760000,4.579000,4.463000,4.710000,4.785000 
35000,4.641000,5.148000,5.050000,4.899000,4.959000 
37500,4.879000,5.084000,5.253000,5.258000,5.283000 
40000,5.637000,5.321000,5.030000,5.419000,5.627000 
42500,5.878000,5.550000,5.140000,5.055000,5.274000 
45000,5.602000,5.523000,5.401000,5.707000,6.360000 
47500,7.889000,6.806000,5.603000,5.703000,5.683000 
50000,5.915000,6.278000,16.087999,9.591000,10.209000 
52500,10.614000,9.819000,9.854000,9.980000,9.866000 
55000,10.412000,11.068000,11.812000,11.776000,11.811000 
57500,11.738000,10.901000,11.125000,10.987000,11.244000 
60000,11.563000,12.194000,12.545000,11.561000,11.750000 
62500,12.193000,12.397000,12.966000,12.496000,12.493000 
65000,12.567000,12.915000,13.046000,12.818000,12.855000 
67500,13.205000,13.312000,13.722000,13.170000,13.505000 
70000,14.850000,15.668000,15.443000,14.844000,13.762000 
72500,14.115000,14.444000,14.171000,14.372000,14.394000 
75000,14.891000,15.000000,15.497000,14.664000,14.266000 
77500,14.528000,14.740000,15.181000,15.790000,15.723000 
80000,15.069000,15.122000,15.004000,15.396000,15.901000 
82500,18.660999,16.872000,16.080000,15.341000,15.917000 
85000,16.794001,16.167000,15.827000,17.341999,17.483999 
87500,16.340000,16.233999,16.538000,16.451000,16.599001 
90000,17.344000,18.274000,17.754999,17.104000,16.737000 
92500,17.570000,17.378000,17.781000,16.381001,12.079000 
95000,12.235000,13.742000,12.430000,11.906000,13.363000 
97500,14.404000,14.677000,12.860000,12.565000,12.597000 
100000,13.422000,12.507000,14.562000,14.779000,12.961000 
