2500,0.042000,0.046000,0.043000,0.039000,0.044000 
5000,0.176000,0.186000,0.173000,0.190000,0.177000 
7500,0.433000,0.426000,0.470000,0.430000,0.432000 
10000,0.794000,0.807000,0.794000,0.846000,0.785000 
12500,1.221000,1.278000,1.287000,1.253000,1.304000 
15000,1.964000,1.921000,1.800000,1.910000,1.877000 
17500,2.527000,2.603000,2.489000,2.577000,2.579000 
20000,2.123000,3.340000,3.321000,3.482000,2.392000 
22500,4.099000,4.355000,3.140000,4.235000,4.429000 
25000,4.061000,5.248000,4.563000,4.844000,5.111000 
27500,5.486000,5.500000,6.426000,7.399000,6.692000 
30000,6.622000,8.475000,6.596000,8.193000,6.546000 
32500,7.910000,9.148000,8.361000,7.923000,10.649000 
35000,11.099000,10.121000,9.603000,9.812000,10.701000 
37500,11.282000,9.946000,11.091000,10.970000,11.110000 
40000,12.654000,12.735000,11.805000,12.672000,11.524000 
42500,14.809000,13.335000,14.856000,13.102000,14.678000 
45000,15.375000,15.255000,16.531000,15.954000,15.249000 
47500,18.340000,17.243999,18.080999,17.791000,17.733000 
50000,24.923000,26.358999,26.289000,26.566999,26.171000 
52500,28.815001,28.910999,28.896999,28.761000,28.677000 
55000,31.704000,31.670000,31.816999,31.760000,31.545000 
57500,34.908001,34.817001,35.146999,34.778000,34.687000 
60000,37.604000,37.992001,37.970001,37.806999,38.054001 
62500,41.025002,41.521999,41.000999,41.227001,35.431999 
65000,34.112000,33.945999,33.972000,33.584000,32.786999 
67500,35.374001,36.877998,35.543999,52.308998,48.202000 
70000,51.763000,51.616001,51.919998,51.867001,51.882000 
72500,55.824001,55.709000,55.723999,55.667000,55.526001 
75000,59.624001,59.502998,59.801998,60.023998,60.210999 
77500,63.227001,63.773998,63.514999,63.616001,63.678001 
80000,68.031998,67.821999,67.963997,67.758003,67.568001 
82500,72.352997,72.421997,72.322998,72.043999,72.195999 
85000,76.508003,76.726997,76.707001,76.649002,76.567001 
87500,80.712997,81.252998,80.746002,80.584999,81.112000 
90000,85.922997,85.862000,85.908997,86.130997,85.412003 
92500,90.518997,90.818001,90.778999,90.160004,86.352997 
95000,90.492996,91.013000,90.600998,89.859001,90.242996 
97500,96.348999,94.653999,83.899002,67.709999,65.096001 
100000,70.429001,66.112999,67.467003,67.694000,67.012001 
