2500,0.052000,0.060000,0.049000,0.064000,0.058000 
5000,0.218000,0.204000,0.191000,0.199000,0.191000 
7500,0.426000,0.459000,0.445000,0.461000,0.454000 
10000,0.968000,0.848000,0.794000,0.347000,0.344000 
12500,0.701000,1.216000,1.229000,1.226000,1.320000 
15000,1.761000,1.856000,1.881000,1.987000,1.743000 
17500,2.414000,2.452000,1.874000,1.797000,2.467000 
20000,3.211000,3.214000,2.202000,2.768000,3.107000 
22500,4.390000,4.366000,4.225000,3.011000,3.741000 
25000,5.057000,3.571000,5.509000,5.098000,5.253000 
27500,4.606000,6.306000,5.816000,4.516000,5.747000 
30000,7.435000,7.609000,7.591000,6.253000,7.748000 
32500,8.951000,7.138000,7.256000,8.350000,7.023000 
35000,9.098000,9.152000,8.408000,10.197000,9.213000 
37500,11.693000,10.287000,10.805000,11.734000,9.609000 
40000,11.669000,12.486000,12.932000,11.767000,11.699000 
42500,13.476000,13.193000,14.506000,14.355000,13.013000 
45000,15.320000,15.467000,18.177999,15.363000,18.281000 
47500,18.990000,19.073000,17.572001,17.525999,16.627001 
50000,19.420000,19.386999,17.596001,19.464001,20.007000 
52500,21.908001,19.177000,21.056999,19.813000,20.556999 
55000,22.486000,21.040001,22.433001,22.065001,24.334000 
57500,25.882000,26.931999,25.627001,24.399000,28.030001 
60000,27.056000,28.395000,29.115999,30.686001,27.476000 
62500,32.405998,28.910999,32.602001,28.587000,29.660000 
65000,31.754999,30.566999,31.061001,33.841999,32.245998 
67500,34.053001,35.974998,34.391998,33.308998,33.193001 
70000,33.280998,35.389000,36.056000,34.368999,35.027000 
72500,44.529999,40.164001,38.108002,37.279999,36.507999 
75000,42.972000,48.924000,40.074001,41.849998,44.736000 
77500,46.702999,44.025002,48.891998,46.609001,44.891998 
80000,42.528000,41.771000,43.354000,44.219002,48.624001 
82500,51.096001,55.042000,57.167999,41.273998,49.032001 
85000,47.646999,41.651001,42.537998,37.231998,37.958000 
87500,42.326000,44.311001,43.259998,46.297001,43.576000 
90000,45.485001,40.699001,40.605999,40.641998,38.838001 
92500,38.951000,36.258999,37.223000,36.009998,37.389000 
95000,37.924999,38.541000,55.210999,63.133999,63.183998 
97500,68.202003,68.264999,69.335999,70.688004,59.359001 
100000,42.901001,42.747002,42.762001,42.814999,43.112000 
