2500,0.594000,0.577000,0.982000,1.351000,1.231000 
5000,2.447000,2.465000,2.446000,2.561000,2.453000 
7500,3.868000,3.928000,4.183000,3.743000,4.413000 
10000,5.030000,5.441000,4.994000,5.534000,5.299000 
12500,6.697000,6.680000,6.307000,6.328000,6.620000 
15000,7.839000,10.558000,7.174000,6.212000,7.086000 
17500,18.444000,35.000999,20.419001,10.496000,10.885000 
20000,20.650999,19.252001,17.618999,10.863000,7.826000 
22500,11.927000,12.024000,11.423000,11.312000,10.708000 
25000,12.027000,11.970000,11.517000,11.921000,12.017000 
27500,12.862000,13.656000,12.805000,13.333000,13.271000 
30000,13.950000,14.240000,14.194000,14.000000,14.204000 
32500,16.059000,16.645000,16.377001,15.487000,15.389000 
35000,28.813000,22.099001,20.990000,20.780001,20.941000 
37500,22.194000,23.138000,22.980000,22.551001,22.388000 
40000,24.247000,24.240999,24.562000,24.167999,25.087999 
42500,25.655001,26.118999,25.607000,25.684000,26.665001 
45000,27.216999,28.468000,27.667999,27.413000,24.937000 
47500,26.150999,25.546000,25.350000,25.169001,25.329000 
50000,26.742001,26.499001,26.555000,27.313999,27.716999 
52500,28.459999,28.367001,28.042000,28.434000,27.719999 
55000,29.391001,29.266001,29.306000,29.179001,29.281000 
57500,30.952000,30.742001,30.992001,30.740999,30.451000 
60000,31.922001,31.809000,32.076000,32.337002,31.863001 
62500,33.298000,34.318001,33.084000,33.443001,33.159000 
65000,34.409000,34.393002,34.429001,34.793999,34.564999 
67500,36.723000,35.707001,35.838001,36.158001,35.949001 
70000,37.715000,37.235001,37.421001,37.241001,38.125000 
72500,38.465000,38.495998,38.570999,38.516998,38.634998 
75000,40.374001,39.825001,40.487000,39.729000,39.675999 
77500,43.370998,41.087002,41.263000,41.577999,41.654999 
80000,42.140999,43.131001,42.070999,42.108002,42.193001 
82500,44.742001,44.464001,43.814999,43.983002,44.361000 
85000,45.264000,45.293999,45.318001,46.007000,45.181000 
87500,46.334999,46.727001,46.381001,46.928001,46.290001 
90000,47.333000,48.171001,47.463001,48.308998,47.402000 
92500,50.910999,49.026001,45.660999,52.318001,46.216000 
95000,37.285000,34.984001,34.733002,33.637001,35.125000 
97500,38.055000,37.300999,36.000999,300.398987,60.858002 
100000,53.347000,56.998001,69.266998,79.977997,78.524002 
