2500,0.053000,0.046000,0.046000,0.047000,0.051000 
5000,0.127000,0.116000,0.136000,0.132000,0.120000 
7500,0.291000,0.316000,0.270000,0.342000,0.306000 
10000,0.440000,0.417000,0.417000,0.412000,0.399000 
12500,0.650000,0.701000,0.640000,0.694000,0.639000 
15000,0.978000,0.904000,1.023000,1.011000,0.905000 
17500,1.267000,1.295000,1.261000,1.345000,1.358000 
20000,1.614000,1.758000,1.734000,1.550000,1.549000 
22500,1.989000,2.043000,1.990000,1.957000,1.920000 
25000,2.588000,2.449000,2.479000,2.404000,2.378000 
27500,2.992000,3.127000,3.163000,2.872000,2.943000 
30000,3.421000,3.421000,3.505000,3.351000,3.340000 
32500,4.163000,4.168000,4.055000,3.998000,3.935000 
35000,4.752000,4.736000,4.839000,5.061000,4.950000 
37500,5.294000,5.414000,5.363000,5.457000,5.412000 
40000,6.065000,5.886000,5.890000,5.930000,5.786000 
42500,6.717000,6.690000,6.737000,6.586000,6.614000 
45000,7.705000,7.659000,7.492000,7.748000,7.592000 
47500,8.505000,8.344000,8.627000,8.386000,8.893000 
50000,9.898000,9.491000,9.845000,9.200000,9.124000 
52500,10.343000,10.248000,10.243000,10.139000,10.221000 
55000,11.412000,11.210000,11.104000,11.791000,14.783000 
57500,11.766000,12.267000,12.194000,12.337000,12.074000 
60000,13.340000,13.136000,13.043000,13.330000,13.062000 
62500,14.804000,14.536000,14.711000,14.484000,14.561000 
65000,15.871000,15.759000,15.919000,15.619000,15.827000 
67500,16.966000,24.445999,24.985001,26.658001,26.941000 
70000,29.000000,28.888000,29.180000,29.249001,29.370001 
72500,32.046001,23.445999,20.457001,19.608000,19.739000 
75000,21.546000,21.094999,20.999001,21.281000,20.820000 
77500,22.443001,22.259001,22.194000,22.014000,22.214001 
80000,29.143999,34.757000,38.145000,39.098999,38.910000 
82500,41.661999,41.762001,42.359001,42.013000,42.527000 
85000,45.352001,44.775002,45.233002,42.111000,40.467999 
87500,43.558998,42.277000,27.820999,24.884001,24.591000 
90000,25.740000,25.618999,25.702999,25.282000,26.322001 
92500,27.413000,27.507000,27.045000,27.249001,26.854000 
95000,28.129999,27.978001,28.931999,47.182999,48.880001 
97500,51.743999,52.276001,52.844002,52.332001,52.380001 
100000,55.825001,55.803001,56.459000,55.776001,54.091999 
