2500,0.011000,0.011000,0.010000,0.011000,0.010000 
5000,0.020000,0.020000,0.019000,0.020000,0.020000 
7500,0.029000,0.030000,0.030000,0.030000,0.028000 
10000,0.038000,0.037000,0.038000,0.038000,0.038000 
12500,0.049000,0.048000,0.047000,0.046000,0.047000 
15000,0.056000,0.056000,0.055000,0.056000,0.056000 
17500,0.066000,0.065000,0.065000,0.066000,0.065000 
20000,0.075000,0.074000,0.075000,0.075000,0.075000 
22500,0.084000,0.084000,0.083000,0.084000,0.084000 
25000,0.093000,0.092000,0.093000,0.095000,0.094000 
27500,0.102000,0.102000,0.103000,0.102000,0.102000 
30000,0.111000,0.111000,0.114000,0.115000,0.116000 
32500,0.121000,0.120000,0.121000,0.120000,0.120000 
35000,0.131000,0.131000,0.130000,0.130000,0.130000 
37500,0.139000,0.140000,0.139000,0.141000,0.140000 
40000,0.149000,0.154000,0.152000,0.153000,0.147000 
42500,0.158000,0.158000,0.158000,0.159000,0.161000 
45000,0.171000,0.171000,0.173000,0.172000,0.169000 
47500,0.176000,0.176000,0.177000,0.176000,0.175000 
50000,0.189000,0.186000,0.188000,0.186000,0.189000 
52500,0.195000,0.194000,0.195000,0.196000,0.195000 
55000,0.205000,0.206000,0.206000,0.206000,0.205000 
57500,0.214000,0.215000,0.214000,0.214000,0.214000 
60000,0.224000,0.222000,0.222000,0.224000,0.225000 
62500,0.234000,0.232000,0.231000,0.233000,0.232000 
65000,0.244000,0.245000,0.244000,0.241000,0.241000 
67500,0.250000,0.253000,0.255000,0.252000,0.253000 
70000,0.261000,0.260000,0.259000,0.259000,0.260000 
72500,0.301000,0.269000,0.270000,0.270000,0.270000 
75000,0.281000,0.278000,0.278000,0.279000,0.279000 
77500,0.287000,0.292000,0.288000,0.288000,0.289000 
80000,0.301000,0.297000,0.300000,0.299000,0.297000 
82500,0.309000,0.307000,0.305000,0.306000,0.307000 
85000,0.318000,0.335000,0.323000,0.320000,0.319000 
87500,0.328000,0.326000,0.329000,0.326000,0.328000 
90000,0.334000,0.334000,0.335000,0.334000,0.335000 
92500,0.344000,0.346000,0.160000,0.161000,0.159000 
95000,0.167000,0.165000,0.165000,0.164000,0.166000 
97500,0.173000,0.168000,0.169000,0.169000,0.170000 
100000,0.242000,0.375000,0.372000,0.372000,0.373000 
